time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-04-07T06:26:26.400Z,44.8385,-110.673,7.5,1,Ml,,270,0.11678099,0.23,uu,uu60063767,2014-04-07T16:39:59.701Z,"39km ENE of West Yellowstone, Montana",earthquake
2014-04-07T06:24:22.690Z,-20.7003,-70.9465,14.23,4.9,mb,,145,0.752,1.01,us,usc000p8gy,2014-04-07T14:59:09.000Z,"99km WSW of Iquique, Chile",earthquake
2014-04-07T06:24:12.900Z,36.2153,-89.41,6.1,3.1,md,19,68.3999945280004,0.01796631,0.03,nm,nm60069871,2014-04-08T07:53:25.264Z,"8km SE of Ridgely, Tennessee",earthquake
2014-04-07T06:22:21.800Z,18.9235,-66.6566,59,2.7,Md,5,309.6,0.58031167,0.38,pr,pr14097000,2014-04-07T14:25:16.447Z,"50km N of Arecibo, Puerto Rico",earthquake
2014-04-07T06:20:27.700Z,45.2695,-112.5365,3.8,1.7,mc,12,122.399990208001,0.09881468,0.61,mb,mb30273,2014-04-07T06:22:23.493Z,"9km NE of Dillon, Montana",earthquake
2014-04-07T06:19:43.000Z,62.1575,-145.7113,18.9,1.7,ml,,,,1.06,ak,ak11218367,2014-04-07T06:41:47.610Z,"10km WNW of Glennallen, Alaska",earthquake
2014-04-07T06:07:57.700Z,19.8428,-155.5472,30.6,2,Md,,115.2,0.08983153,0.16,hv,hv60668871,2014-04-07T06:11:23.437Z,"23km SSE of Waimea, Hawaii",earthquake
2014-04-07T06:01:30.800Z,44.81,-110.7218,4.2,1.5,Ml,,205.2,0.08084838,0.16,uu,uu60063757,2014-04-07T14:38:27.798Z,"34km ENE of West Yellowstone, Montana",earthquake
2014-04-07T05:59:35.280Z,36.2848,-96.9608,7.96,3,mb_lg,,38,0.628,1.03,us,usc000p8fz,2014-04-08T05:18:54.987Z,"15km WSW of Pawnee, Oklahoma",earthquake
2014-04-07T05:44:40.000Z,48.5327,-125.3345,5.7,2.3,Ml,,219.6,0.33237666,1.14,uw,uw60733682,2014-04-07T17:26:49.837Z,"47km SSE of Ucluelet, Canada",earthquake
2014-04-07T05:43:02.500Z,44.8065,-110.712,4.6,1.2,Ml,,266.4,0.08084838,0.04,uu,uu60063752,2014-04-07T16:51:54.843Z,"34km ENE of West Yellowstone, Montana",earthquake
2014-04-07T05:42:18.920Z,33.0868333,-116.5431667,9.24,1.2,ml,36,94,0.04603,0.16,ci,ci15486649,2014-04-07T20:12:59.900Z,"5km E of Julian, California",earthquake
2014-04-07T05:36:59.300Z,38.8112,-122.8175,3.4,0.6,Md,,100.8,0.00898315,0.01,nc,nc72194990,2014-04-07T05:53:07.806Z,"6km NW of The Geysers, California",earthquake
2014-04-07T05:34:43.000Z,59.0906,-152.1516,66.9,1.6,ml,,,,0.63,ak,ak11218361,2014-04-07T05:46:20.413Z,"70km SSW of Homer, Alaska",earthquake
2014-04-07T05:33:34.300Z,44.7913,-110.73,4.8,1.2,Ml,,194.4,0.08084838,0.19,uu,uu60063742,2014-04-07T16:49:19.812Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-04-07T05:31:18.000Z,52.4532,-169.0035,17.5,3.1,ml,,,,0.46,ak,ak11218359,2014-04-07T17:07:19.961Z,"54km S of Nikolski, Alaska",earthquake
2014-04-07T05:12:52.700Z,38.833,-122.7718,2.9,1.8,Md,,75.6,0,0.06,nc,nc72194985,2014-04-08T03:11:07.932Z,"4km WNW of Cobb, California",earthquake
2014-04-07T05:12:20.200Z,44.8183,-110.6993,7.2,0.1,Md,,255.6,0.08983153,0.06,uu,uu60004350,2014-04-07T22:18:58.230Z,"36km ENE of West Yellowstone, Montana",earthquake
2014-04-07T05:11:53.300Z,44.8023,-110.7268,4.5,0.9,Ml,,201.6,0.08084838,0.08,uu,uu60063732,2014-04-07T22:13:18.165Z,"33km ENE of West Yellowstone, Montana",earthquake
2014-04-07T05:01:03.640Z,36.1036667,-117.8686667,6.66,0.32,ml,7,234,0.01796,0.07,ci,ci15486641,2014-04-07T20:06:35.470Z,"50km N of Inyokern, California",earthquake
2014-04-07T04:59:42.600Z,38.8188,-122.763,2.4,0.7,Md,,97.2,0.00898315,0.02,nc,nc72194980,2014-04-07T05:32:05.531Z,"3km W of Cobb, California",earthquake
2014-04-07T04:55:09.600Z,38.8233,-122.8437,2.5,0.9,Md,,75.6,0.00898315,0.02,nc,nc72194975,2014-04-07T05:21:04.326Z,"9km NW of The Geysers, California",earthquake
2014-04-07T04:51:14.700Z,44.807,-110.728,4.5,0.9,Ml,,201.6,0.08084838,0.1,uu,uu60063727,2014-04-07T22:26:48.310Z,"33km ENE of West Yellowstone, Montana",earthquake
2014-04-07T04:49:56.000Z,61.3474,-151.6143,98.7,1.6,ml,,,,0.65,ak,ak11218352,2014-04-07T05:01:55.367Z,"75km NNW of Nikiski, Alaska",earthquake
2014-04-07T04:41:54.400Z,38.817,-122.8153,3.3,0.2,Md,,72,0.00898315,0.02,nc,nc72194965,2014-04-07T04:57:10.775Z,"6km NW of The Geysers, California",earthquake
2014-04-07T04:20:53.850Z,33.086,-116.5463333,8.87,1.71,ml,51,72,0.04329,0.15,ci,ci15486633,2014-04-07T20:04:46.570Z,"5km E of Julian, California",earthquake
2014-04-07T04:02:29.600Z,36.79,-121.5132,5.9,1.4,Md,,82.8,0.03593261,0.1,nc,nc72194955,2014-04-07T07:17:01.808Z,"6km SSE of San Juan Bautista, California",earthquake
2014-04-07T03:46:24.400Z,19.3902,-155.28,2.4,1.8,Ml,,61.2,0,0.08,hv,hv60668816,2014-04-07T20:44:27.249Z,"6km SW of Volcano, Hawaii",earthquake
2014-04-07T03:44:46.810Z,35.0803333,-118.7541667,10.69,1.44,ml,24,76,0.05368,0.13,ci,ci15486625,2014-04-07T19:51:14.860Z,"10km W of Stallion Springs, California",earthquake
2014-04-07T03:33:12.600Z,45.3975,-122.9042,19.5,3.3,Ml,,39.6,0.09881468,0.12,uw,uw60733657,2014-04-08T19:55:29.352Z,"8km NW of Sherwood, Oregon",earthquake
2014-04-07T03:32:21.090Z,34.1396667,-117.4553333,4.58,0.69,ml,19,115,0.07715,0.16,ci,ci15486617,2014-04-07T19:06:34.730Z,"5km NNW of Fontana, California",earthquake
2014-04-07T03:30:22.300Z,40.1722,-121.0307,2,1.7,Md,,118.8,0.03593261,0.08,nc,nc72194950,2014-04-08T04:35:02.253Z,"7km WNW of Greenville, California",earthquake
2014-04-07T03:27:05.140Z,34.429,-119.2125,12.4,1.65,ml,15,83,0.06249,0.16,ci,ci15486609,2014-04-07T19:02:00.710Z,"3km SE of Ojai, California",earthquake
2014-04-07T03:25:35.000Z,36.8219,-98.2303,8.41,3.5,mb_lg,,95,0.373,0.42,us,usc000p8ce,2014-04-07T04:37:50.538Z,"13km ENE of Cherokee, Oklahoma",earthquake
2014-04-07T03:25:28.810Z,33.5151667,-116.5131667,15.17,1.27,ml,42,78,0.04477,0.15,ci,ci15486601,2014-04-07T18:59:17.650Z,"15km ESE of Anza, California",earthquake
2014-04-07T03:25:08.340Z,-20.088,-69.3689,86.31,4.2,mb,,79,0.209,1.09,us,usc000p8cd,2014-04-07T04:34:58.352Z,"82km E of Iquique, Chile",earthquake
2014-04-07T03:23:26.100Z,45.4005,-122.914,19.2,1.5,Md,,90,0.11678099,0.19,uw,uw60733642,2014-04-08T18:05:59.204Z,"7km NW of Sherwood, Oregon",earthquake
2014-04-07T03:18:15.900Z,38.8357,-122.7733,2.7,1,Md,,75.6,0.00898315,0.02,nc,nc72194935,2014-04-07T03:35:07.033Z,"4km WNW of Cobb, California",earthquake
2014-04-07T03:08:33.600Z,38.7602,-122.7397,2.3,1.3,Md,,90,0.00898315,0.03,nc,nc72194930,2014-04-07T05:53:07.808Z,"2km SE of The Geysers, California",earthquake
2014-04-07T02:58:19.000Z,61.7067,-147.6175,1.5,1,ml,,,,1.66,ak,ak11218328,2014-04-07T03:07:47.951Z,"65km E of Sutton-Alpine, Alaska",earthquake
2014-04-07T02:56:47.120Z,38.8059998,-122.8071671,0.32,0.55,md,11,111,0.009476,0.01,nc,nc72194925,2014-04-07T05:32:05.529Z,"5km NW of The Geysers, California",earthquake
2014-04-07T02:56:21.000Z,61.5921,-150.6864,57,0.9,ml,,,,0.37,ak,ak11218329,2014-04-07T17:06:42.221Z,"38km WSW of Willow, Alaska",earthquake
2014-04-07T02:55:58.760Z,31.9716667,-116.6716667,9.8,2.02,ml,13,163,0.1037,0.2,ci,ci15486593,2014-04-07T18:45:27.440Z,"8km N of El Sauzal, Mexico",earthquake
2014-04-07T02:48:34.100Z,19.2705,-155.2407,30.8,2,Md,,162,0.01796631,0.2,hv,hv60668806,2014-04-07T02:51:45.056Z,"17km S of Volcano, Hawaii",earthquake
2014-04-07T02:48:07.000Z,59.3057,-152.8279,80.8,2.2,ml,,,,0.99,ak,ak11218324,2014-04-07T03:07:46.951Z,"77km SW of Anchor Point, Alaska",earthquake
2014-04-07T02:43:55.700Z,39.5605,-120.3018,0.5,0.9,Md,,100.8,0.08983153,0.12,nc,nc72194920,2014-04-08T00:43:04.783Z,"27km NNW of Truckee, California",earthquake
2014-04-07T02:30:14.000Z,63.214,-145.2438,0,1.1,ml,,,,0.35,ak,ak11218323,2014-04-07T02:40:10.353Z,"73km S of Deltana, Alaska",earthquake
2014-04-07T02:22:48.130Z,36.0325,-97.0948,6.94,2.7,mb_lg,,84,0.354,0.33,us,usc000p8b7,2014-04-07T03:20:06.648Z,"8km NW of Perkins, Oklahoma",earthquake
2014-04-07T02:21:07.790Z,35.9698333,-117.3363333,6.96,0.65,ml,11,140,0.08971,0.09,ci,ci15486585,2014-04-07T18:41:34.867Z,"23km NNE of Searles Valley, California",earthquake
2014-04-07T02:17:57.700Z,36.1263,-118.0522,0.1,1.9,Ml,12,82.8,0.16169675,0.12,ci,ci15486577,2014-04-07T02:20:19.227Z,"53km S of Lone Pine, California",earthquake
2014-04-07T02:08:00.900Z,38.8202,-122.8163,3.5,0.9,Md,,61.2,0.00898315,0.03,nc,nc72194915,2014-04-07T04:57:10.777Z,"7km NW of The Geysers, California",earthquake
2014-04-07T02:03:12.530Z,-20.0215,-177.5782,413.07,4.6,mb,,101,4.715,1.33,us,usc000p8b2,2014-04-07T10:05:49.428Z,"136km ENE of Ndoi Island, Fiji",earthquake
2014-04-07T02:00:55.000Z,60.0792,-151.5211,13.2,1,ml,,,,0.58,ak,ak11218313,2014-04-07T02:16:34.016Z,"34km SSW of Cohoe, Alaska",earthquake
2014-04-07T01:53:53.900Z,37.6632,-118.8558,4.7,0.2,Md,,165.6,0.02694946,0.01,nc,nc72194910,2014-04-07T21:54:03.798Z,"10km E of Mammoth Lakes, California",earthquake
2014-04-07T01:46:20.200Z,38.7958,-122.7588,2.5,0.3,Md,,97.2,0.02694946,0.01,nc,nc72194905,2014-04-07T04:28:02.687Z,"2km N of The Geysers, California",earthquake
2014-04-07T01:34:50.000Z,62.8823,-149.3115,23.6,0.2,ml,,,,0.19,ak,ak11218312,2014-04-07T17:06:40.665Z,"59km SSW of Cantwell, Alaska",earthquake
2014-04-07T01:34:08.700Z,38.8392,-122.7828,2.3,0.6,Md,,118.8,0.00898315,0.01,nc,nc72194900,2014-04-07T02:04:07.060Z,"5km WNW of Cobb, California",earthquake
2014-04-07T01:17:18.700Z,33.7222,-116.8088,18.8,1.1,Ml,32,129.6,0.08084838,0.33,ci,ci15486569,2014-04-07T01:20:08.950Z,"8km ESE of Valle Vista, California",earthquake
2014-04-07T01:15:17.210Z,38.7928352,-122.7581635,2.04,0.56,md,14,71,0.0193,0.02,nc,nc72194885,2014-04-07T04:18:06.630Z,"1km N of The Geysers, California",earthquake
2014-04-07T01:01:02.870Z,35.9377,-97.2587,3.47,2.9,mb_lg,,77,0.212,0.33,us,usc000p898,2014-04-07T21:17:40.109Z,"0km SSW of Langston, Oklahoma",earthquake
2014-04-07T00:59:08.500Z,34.04,-117.1017,8.8,1.5,Ml,64,28.8,0.00898315,0.22,ci,ci15486561,2014-04-07T01:01:17.157Z,"4km SE of Mentone, California",earthquake
2014-04-07T00:58:27.400Z,38.8405,-122.8377,2.5,0.4,Md,,104.4,0,0.01,nc,nc72194880,2014-04-07T03:35:07.027Z,"9km NW of The Geysers, California",earthquake
2014-04-07T00:54:15.200Z,48.7947,-121.8673,0.4,-0.5,Md,,180,0.02694946,0.02,uw,uw60049208,2014-04-08T17:58:38.466Z,"26km SE of Peaceful Valley, Washington",earthquake
2014-04-07T00:53:16.100Z,38.8092,-122.8197,3.3,1.5,Md,,108,0.00898315,0.02,nc,nc72194860,2014-04-07T03:03:08.468Z,"6km WNW of The Geysers, California",earthquake
2014-04-07T00:39:34.800Z,33.4388,-116.448,4.5,1.1,Ml,14,118.8,0.08983153,0.27,ci,ci15486553,2014-04-07T00:42:08.762Z,"21km NNW of Borrego Springs, California",earthquake
2014-04-07T00:37:36.000Z,62.4075,-149.7946,35.7,1.2,ml,,,,0.32,ak,ak11218304,2014-04-07T00:56:31.291Z,"18km ENE of Talkeetna, Alaska",earthquake
2014-04-07T00:28:35.000Z,61.8711,-149.7917,37.6,1.4,ml,,,,0.49,ak,ak11218301,2014-04-07T00:45:03.576Z,"18km NE of Willow, Alaska",earthquake
2014-04-07T00:25:56.300Z,19.195,-155.4442,0,2.1,Md,,129.6,0.04491576,0.27,hv,hv60668741,2014-04-07T00:29:14.276Z,"3km ESE of Pahala, Hawaii",earthquake
2014-04-07T00:25:33.000Z,63.3123,-150.2457,7.7,1.2,ml,,,,1.06,ak,ak11218299,2014-04-07T00:45:02.641Z,"65km W of Cantwell, Alaska",earthquake
2014-04-07T00:22:26.000Z,33.0298,-116.418,7.4,1.1,Ml,16,140.4,0.13474729,0.34,ci,ci15486545,2014-04-07T00:25:13.677Z,"18km ESE of Julian, California",earthquake
2014-04-07T00:12:27.070Z,32.7626,60.0436,10.22,4.1,mb,,122,2.449,1.05,us,usc000p87q,2014-04-07T08:15:02.544Z,"77km E of Birjand, Iran",earthquake
2014-04-07T00:08:33.390Z,38.8100014,-122.8099976,5.45,0.87,md,15,101,0.01166,0.11,nc,nc72194855,2014-04-07T03:03:03.446Z,"5km NW of The Geysers, California",earthquake
2014-04-06T23:57:59.000Z,63.4864,-150.8201,5,1.6,ml,,,,0.89,ak,ak11218291,2014-04-07T00:18:04.502Z,"93km W of Cantwell, Alaska",earthquake
2014-04-06T23:47:02.100Z,33.2842,-116.2548,7.2,1.3,Ml,19,165.6,0.09881468,0.19,ci,ci15486529,2014-04-06T23:49:12.733Z,"11km ENE of Borrego Springs, California",earthquake
2014-04-06T23:39:39.900Z,38.7852,-122.7372,2.3,0.9,Md,,68.4,0,0.03,nc,nc72194845,2014-04-07T02:07:07.413Z,"1km ENE of The Geysers, California",earthquake
2014-04-06T23:29:19.400Z,38.8145,-122.8258,5.3,0.6,Md,,154.8,0.01796631,0.02,nc,nc72194840,2014-04-07T02:23:04.164Z,"7km NW of The Geysers, California",earthquake
2014-04-06T23:28:01.100Z,38.815,-122.8217,3.5,1.6,Md,,75.6,0.00898315,0.02,nc,nc72194835,2014-04-07T01:42:03.656Z,"7km NW of The Geysers, California",earthquake
2014-04-06T22:59:43.700Z,18.12,-66.8695,23,2.1,Md,3,154.8,0.22278219,0.18,pr,pr14096001,2014-04-07T01:06:45.290Z,"8km WSW of Adjuntas, Puerto Rico",earthquake
2014-04-06T22:57:48.700Z,18.1527,-66.9186,17,2.4,Md,16,68.4,0.15990012,0.25,pr,pr14096000,2014-04-06T23:35:54.507Z,"7km ESE of Maricao, Puerto Rico",earthquake
2014-04-06T22:38:37.000Z,63.1961,-151.354,12.8,1.2,ml,,,,0.65,ak,ak11218216,2014-04-06T22:54:23.138Z,"116km NNW of Talkeetna, Alaska",earthquake
2014-04-06T22:33:46.100Z,35.2718,-118.606,8.7,1.5,Ml,11,100.8,0.08084838,0.07,ci,ci15486481,2014-04-06T22:35:58.139Z,"12km N of Bear Valley Springs, California",earthquake
2014-04-06T22:23:48.000Z,38.7637,-122.7428,2.9,1,Md,,104.4,0.00898315,0.02,nc,nc72194820,2014-04-07T01:10:05.039Z,"1km SE of The Geysers, California",earthquake
2014-04-06T22:15:03.000Z,60.5262,-147.0572,12.2,3.3,ml,,,,0.61,ak,ak11218135,2014-04-07T06:17:45.258Z,"71km W of Cordova, Alaska",earthquake
2014-04-06T22:07:13.400Z,33.6262,-118.4802,5.2,2.1,Ml,17,284.4,0.39525873,0.58,ci,ci15486457,2014-04-06T23:01:00.583Z,"15km SSW of Rancho Palos Verdes, California",earthquake
2014-04-06T22:03:40.000Z,61.0525,-148.3156,0,1.3,ml,,,,0.45,ak,ak11218131,2014-04-06T22:28:26.835Z,"36km NNE of Whittier, Alaska",earthquake
2014-04-06T21:43:08.000Z,38.8407,-122.827,2.7,0.7,Md,,68.4,0.01796631,0.02,nc,nc72194810,2014-04-07T00:18:08.212Z,"9km WNW of Cobb, California",earthquake
2014-04-06T21:37:39.000Z,59.3718,-150.5605,28.5,1.4,ml,,,,0.9,ak,ak11218130,2014-04-06T21:52:15.181Z,"58km SE of Fritz Creek, Alaska",earthquake
2014-04-06T21:37:21.700Z,38.8278,-122.8178,3.9,0.6,Md,,219.6,0.00898315,0,nc,nc72194805,2014-04-06T23:55:05.476Z,"7km NW of The Geysers, California",earthquake
2014-04-06T21:29:16.090Z,38.8216667,-122.8123322,3.56,1.83,md,38,59,0.002468,0.03,nc,nc72194800,2014-04-06T23:44:04.326Z,"6km NW of The Geysers, California",earthquake
2014-04-06T21:18:09.200Z,49.4583,-120.5185,0,2.4,Md,,216,0.60187124,0.45,uw,uw60733542,2014-04-07T03:04:05.796Z,"0km W of Princeton, Canada",quarry
2014-04-06T21:13:22.500Z,33.0847,-116.544,8.6,1.4,Ml,33,93.6,0.04491576,0.18,ci,ci15486449,2014-04-06T21:15:47.752Z,"5km E of Julian, California",earthquake
2014-04-06T21:10:58.300Z,37.8857,-122.225,6.4,1.9,Md,,46.8,0,0.07,nc,nc72194785,2014-04-06T22:57:09.359Z,"4km ENE of Berkeley, California",earthquake
2014-04-06T21:00:50.310Z,38.815834,-122.8216629,3.81,1.12,md,26,85,0.009102,0.03,nc,nc72194780,2014-04-06T22:28:06.310Z,"7km NW of The Geysers, California",earthquake
2014-04-06T20:55:56.700Z,-19.8161,-70.4896,28.37,4.2,mb,,185,0.408,1.27,us,usc000p81b,2014-04-07T04:58:23.128Z,"57km NW of Iquique, Chile",earthquake
2014-04-06T20:54:18.410Z,-20.0172,-177.4919,359.86,4.4,mb,,110,4.785,1.03,us,usc000p81n,2014-04-07T04:56:56.520Z,"144km ENE of Ndoi Island, Fiji",earthquake
2014-04-06T20:46:51.000Z,60.6606,-147.33,18.6,1.1,ml,,,,1.16,ak,ak11218066,2014-04-06T21:07:35.129Z,"74km SW of Valdez, Alaska",earthquake
2014-04-06T20:28:27.100Z,33.7115,-116.7665,18.6,1.5,Ml,40,28.8,0.04491576,0.21,ci,ci15486441,2014-04-06T20:39:03.590Z,"5km SW of Idyllwild-Pine Cove, California",earthquake
2014-04-06T20:19:08.700Z,38.8057,-122.7402,2.1,1.2,Md,,57.6,0.01796631,0.03,nc,nc72194765,2014-04-06T22:01:08.513Z,"2km SW of Cobb, California",earthquake
2014-04-06T20:16:28.400Z,35.045,-117.6685,0,1.8,Ml,16,111.6,0.11678099,0.15,ci,ci15486433,2014-04-06T20:18:52.468Z,"5km NNW of Boron, California",earthquake
2014-04-06T20:09:51.300Z,33.9317,-117.9085,2.1,1.9,Ml,45,36,0.01796631,0.28,ci,ci15486425,2014-04-06T23:01:22.489Z,"1km NNW of Brea, California",earthquake
2014-04-06T20:06:57.000Z,62.0794,-145.5589,23.4,1.2,ml,,,,0.6,ak,ak11218064,2014-04-06T20:29:36.277Z,"3km S of Glennallen, Alaska",earthquake
2014-04-06T20:02:54.600Z,38.8428,-122.8267,2.5,0.7,Md,,54,0.00898315,0.02,nc,nc72194760,2014-04-06T21:33:10.568Z,"9km WNW of Cobb, California",earthquake
2014-04-06T19:52:12.700Z,33.7097,-116.7655,18.4,1.8,Ml,63,28.8,0.04491576,0.26,ci,ci15486417,2014-04-06T20:03:39.680Z,"5km SW of Idyllwild-Pine Cove, California",earthquake
2014-04-06T19:44:29.000Z,60.9898,-146.8687,21.4,1.4,ml,,,,1.2,ak,ak11218050,2014-04-06T20:05:46.812Z,"32km WSW of Valdez, Alaska",earthquake
2014-04-06T19:43:04.000Z,61.4597,-149.1253,10.3,1.3,ml,,,,1.87,ak,ak11218049,2014-04-06T19:52:43.418Z,"10km SSW of Butte, Alaska",earthquake
2014-04-06T19:41:42.000Z,38.7897,-122.774,0.7,0.9,Md,,126,0.00898315,0.04,nc,nc72194745,2014-04-06T20:51:10.984Z,"2km NW of The Geysers, California",earthquake
2014-04-06T19:40:48.000Z,60.2833,-147.6862,1.5,2.1,ml,,,,0.97,ak,ak11218045,2014-04-06T20:05:43.959Z,"77km SE of Whittier, Alaska",earthquake
2014-04-06T19:29:48.000Z,63.406,-150.0968,99.7,1.3,ml,,,,2.58,ak,ak11218042,2014-04-06T19:52:44.481Z,"57km W of Cantwell, Alaska",earthquake
2014-04-06T19:25:58.900Z,38.8213,-122.8125,3.6,1.9,Md,,32.4,0,0.05,nc,nc72194735,2014-04-07T23:00:06.055Z,"6km NW of The Geysers, California",earthquake
2014-04-06T19:24:34.000Z,61.1648,-146.8893,5,1.5,ml,,,,,ak,ak11218044,2014-04-06T19:52:45.883Z,"29km W of Valdez, Alaska",earthquake
2014-04-06T19:17:30.200Z,46.6292,-121.9457,9.4,0.4,Md,,151.2,0.1527136,0.09,uw,uw60733497,2014-04-07T03:01:00.459Z,"21km W of Packwood, Washington",earthquake
2014-04-06T19:13:05.460Z,50.5989,159.947,36.49,4.6,mb,,136,2.558,0.54,us,usc000p7x2,2014-04-07T03:15:34.758Z,"260km ESE of Ozernovskiy, Russia",earthquake
2014-04-06T18:56:29.000Z,62.2798,-148.2716,41.5,0.8,ml,,,,0.09,ak,ak11217976,2014-04-06T19:12:33.018Z,"61km NNE of Sutton-Alpine, Alaska",earthquake
2014-04-06T18:40:59.500Z,47.9532,-122.4963,25.6,1,Md,,82.8,0.08084838,0.22,uw,uw60733457,2014-04-07T03:11:37.574Z,"5km NE of Hansville, Washington",earthquake
2014-04-06T18:40:01.000Z,61.4828,-148.8573,29,1.3,ml,,,,0.38,ak,ak11217974,2014-04-06T18:59:03.352Z,"11km SE of Butte, Alaska",earthquake
2014-04-06T18:37:54.600Z,38.8533,-122.8418,4.1,0.2,Md,,162,0.01796631,0.01,nc,nc72194730,2014-04-06T19:30:07.283Z,"10km WNW of Cobb, California",earthquake
2014-04-06T18:14:16.600Z,33.7422,-115.9242,6.1,1.5,Ml,32,79.2,0.09881468,0.13,ci,ci15486393,2014-04-06T18:25:35.860Z,"22km ENE of Thermal, California",earthquake
2014-04-06T17:52:50.300Z,19.3862,-155.286,2.1,1.8,ml,,68.3999945280004,0,0.18,hv,hv60668541,2014-04-06T17:58:36.000Z,"7km SW of Volcano, Hawaii",earthquake
2014-04-06T17:51:18.000Z,63.0432,-151.4268,0.1,1.1,ml,,,,0.46,ak,ak11217924,2014-04-06T18:18:16.277Z,"104km NW of Talkeetna, Alaska",earthquake
2014-04-06T17:51:18.000Z,63.0674,-151.4296,2.5,1.1,ml,,,,0.5,ak,ak11217921,2014-04-06T18:04:58.105Z,"106km NW of Talkeetna, Alaska",earthquake
2014-04-06T17:37:38.000Z,60.4732,-151.9029,79.4,1.5,ml,,,,0.22,ak,ak11217913,2014-04-06T17:52:14.992Z,"34km W of Kalifornsky, Alaska",earthquake
2014-04-06T17:12:10.000Z,62.9411,-148.1199,71.9,2.2,ml,,,,0.5,ak,ak11217870,2014-04-06T17:24:46.475Z,"65km SE of Cantwell, Alaska",earthquake
2014-04-06T17:08:19.200Z,44.8158,-110.7798,4.1,0.9,Ml,,198,0.05389892,0.08,uu,uu60063672,2014-04-07T22:52:23.578Z,"30km NE of West Yellowstone, Montana",earthquake
2014-04-06T16:55:04.000Z,60.1118,-153.3727,157.4,4,ml,,,,0.56,ak,ak11217842,2014-04-07T00:58:41.069Z,"54km SW of Redoubt Volcano, Alaska",earthquake
2014-04-06T16:54:41.300Z,38.8182,-122.8197,2.6,1.1,Md,,151.2,0.00898315,0.04,nc,nc72194720,2014-04-06T18:53:03.334Z,"7km NW of The Geysers, California",earthquake
2014-04-06T16:54:33.000Z,63.1195,-150.9583,129.7,1,ml,,,,0.56,ak,ak11217840,2014-04-06T22:54:24.227Z,"98km NNW of Talkeetna, Alaska",earthquake
2014-04-06T16:47:00.400Z,34.5187,-117.9678,7.2,1.4,Ml,11,122.4,0.01796631,0.15,ci,ci15486385,2014-04-06T16:49:26.184Z,"1km E of Littlerock, California",earthquake
2014-04-06T16:46:31.000Z,62.6757,-152.5174,3.9,1.5,ml,,,,0.87,ak,ak11217839,2014-04-06T16:57:43.911Z,"130km WNW of Talkeetna, Alaska",earthquake
2014-04-06T16:35:49.100Z,19.8358,-155.3552,33,2.6,Ml,,68.4,0.05389892,0.12,hv,hv60668481,2014-04-08T19:17:40.000Z,"25km W of Pepeekeo, Hawaii",earthquake
2014-04-06T16:20:52.000Z,63.1802,-150.409,100,1.9,ml,,,,0.93,ak,ak11217806,2014-04-06T16:40:25.657Z,"76km WSW of Cantwell, Alaska",earthquake
2014-04-06T16:02:43.400Z,44.7413,-110.7677,6.3,1.7,Ml,,147.6,0.04491576,0.14,uu,uu60063662,2014-04-07T22:36:08.383Z,"28km ENE of West Yellowstone, Montana",earthquake
2014-04-06T16:00:49.300Z,36.0135,-117.5363,0.1,1,Ml,12,118.8,0.06288207,0.37,ci,ci15486377,2014-04-06T16:03:20.941Z,"29km NNW of Searles Valley, California",earthquake
2014-04-06T15:51:29.400Z,38.806,-122.823,4.4,0.6,Md,,162,0.00898315,0.02,nc,nc72194710,2014-04-06T17:10:02.472Z,"6km WNW of The Geysers, California",earthquake
2014-04-06T15:40:27.500Z,34.003,-116.7982,13.8,1,Ml,25,86.4,0.03593261,0.11,ci,ci15486361,2014-04-06T15:43:25.842Z,"9km N of Cabazon, California",earthquake
2014-04-06T15:36:53.000Z,61.9247,-150.4946,57.3,1.7,ml,,,,0.39,ak,ak11217788,2014-04-06T16:02:08.787Z,"31km NW of Willow, Alaska",earthquake
2014-04-06T15:23:11.000Z,64.618,-148.0588,10.5,0.5,ml,,,,0.82,ak,ak11217756,2014-04-06T15:37:23.819Z,"25km S of Ester, Alaska",earthquake
2014-04-06T15:15:35.130Z,-21.5175,-179.023,578.66,4.9,mb,,97,4.656,0.65,us,usc000p7q0,2014-04-06T23:18:01.039Z,"101km SSW of Ndoi Island, Fiji",earthquake
2014-04-06T15:15:31.300Z,33.9993,-116.8035,15,1.7,Ml,59,36,0.03593261,0.21,ci,ci15486353,2014-04-06T15:26:27.560Z,"9km N of Cabazon, California",earthquake
2014-04-06T15:07:52.950Z,50.1119,87.7681,15.36,4.8,mb,,38,4.251,0.71,us,usc000p7p8,2014-04-06T23:10:24.627Z,"21km S of Aktash, Russia",earthquake
2014-04-06T15:04:07.500Z,35.893,-97.264,5,2.7,ml,,,,0.28,us,usc000p7qh,2014-04-06T23:36:35.679Z,"5km S of Langston, Oklahoma",earthquake
2014-04-06T15:02:27.000Z,61.9699,-150.5837,41.4,1.8,ml,,,,0.6,ak,ak11217750,2014-04-06T15:23:56.680Z,"37km NW of Willow, Alaska",earthquake
2014-04-06T14:58:54.900Z,35.89,-97.269,5.1,4.2,ml,,,,0.98,us,usc000p7n7,2014-04-08T03:18:22.917Z,"6km SSW of Langston, Oklahoma",earthquake
